@relation SemEval2016-Task6-subtaskA-testdata-gold-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-H

@attribute Tweet string
@attribute Target string
@attribute Stance {AGAINST,FAVOR}

@data
'Hello ladies, finally made a twitter to expand our presence #rationalfeminism #stayfreeofPIV #SemST','Feminist Movement',FAVOR
'When guys text hella girls it\'s fine but when girls text guys they get called \"\"thots #SemST','Feminist Movement',FAVOR
'Who said Feminists Standard is THE STANDARD of how a woman should be? #SemST','Feminist Movement',AGAINST
'Great to see the progress we\'re all making. May that continue, until this becomes an antiquated issue. #HeForShe #GirlPower #SemST','Feminist Movement',FAVOR
'Sorry but if a #YesAllWomen slapped me the way #Mattie did in #Humans, i\'m slapping her back. You hit me, I hit back. #SemST','Feminist Movement',AGAINST
'Religious \"\"what homosexual men find sexy is wrong\"\"  Feminits \"\"what heterosexual men find sexy is wrong\"\"  #SemST','Feminist Movement',AGAINST
'Dear parents, please don\'t tell your boys \"\"not to be a girl\"\" when they cry. Girls rock. #SemST','Feminist Movement',FAVOR
'You\'re a sexy bitch. Own that shit. #SemST','Feminist Movement',FAVOR
'How to oppress a strong and independent woman? Sit in a certain way... #manspreading #SemST','Feminist Movement',AGAINST
'The Dunhams would be the only reality show that would be a literal horror show. And the feminists would still watch it. #SemST','Feminist Movement',AGAINST
'Gender is an adjective not a noun - Ruth    Pearson #gender #genconuea2015 #SemST','Feminist Movement',FAVOR
'Women shouldn\'t be topless! Oh shit and here I thought my breasts were for feeding babies and not the male gaze. My bad #SemST','Feminist Movement',FAVOR
'I think I see the appeal in being a housewife. #househusband #seemsfun #creativepotential #equality #illexplainlater #SemST','Feminist Movement',FAVOR
'If women didn\'t have tits would any of us even really care anymore? #SemST','Feminist Movement',AGAINST
'@TarynOnthenews @NRO Very unnecessary, since \'no\' doesn\'t always mean \'no\', especially if she\'s drunk!  #rapehumor #SemST','Feminist Movement',AGAINST
'The Hypocrisy of Feminism is integral part of the modern United Orwellian Kingdom.   #GamerGate #SemST','Feminist Movement',AGAINST
'I\'m flabbergasted that #feminist are pointing out little things that No one gives a fuck about & cause am uproar #SemST','Feminist Movement',AGAINST
'I\'m trying to explain how its bad for men to but this #feminist is calling me a liar, #womanagainstfeminism #wtf #SemST','Feminist Movement',AGAINST
'men need to stop going along with feminists. it\'s giving them reason to think they\'re right. #SemST','Feminist Movement',AGAINST
'Bieber showed off his butt and no one slut shamed him but god forbid if we women wear shorts #doublestandards #sexism #SemST','Feminist Movement',FAVOR
'The feds are still planning to put a woman on the $10 dollar bill #abouttime #equalityforall #historychanged #SemST','Feminist Movement',FAVOR
'If a man wants abortion but the woman wants to keep it, why on earth should he pay for child support? #doublestandards #SemST','Feminist Movement',AGAINST
'Sleezy men: DO NOT catcall at me and @emmalizrizz while we\'re out walking. It\'s NOT welcome, attractive or harmless. #SemST','Feminist Movement',FAVOR
'Men are from Earth, women are from Earth. Deal with it.  - George Carlin #QuotesOfTheDay #EqualityForAll #equality #SemST','Feminist Movement',FAVOR
'Celebrities, please stop declaring yourselves \"\"not a feminist\"\" and coloring it with a different term. #equality #samething #SemST','Feminist Movement',FAVOR
'Women in the middle east get stoned to death for being raped but hey, check out the new friend icon in facebook! #SemST','Feminist Movement',FAVOR
'I hate it when ignorant losers say \"\"another feminist cured.\"\" I don\'t need to be cured for wanting to be treated like a person. #SemST','Feminist Movement',FAVOR
'Why are you afraid of me when I open my mouth but not when I open my legs? #SemST','Feminist Movement',FAVOR
'The anti-gamergate people have behaved abominably, and have no moral ground from which to stand in judgement. #gamergate  #antiSJW #SemST','Feminist Movement',AGAINST
'What young woman doesn\'t want to be #sugarbaby? It\'s far better than slaving away in a cubicle for nothing. #sugardaddy #SemST','Feminist Movement',AGAINST
'@StacyLGage @mylittlepwnies3 because i need the whole world to validate my vagina #SemST','Feminist Movement',AGAINST
'I decided to watch The Stepford Wives and I hope the women go back to normal and smash the patriarchy it\'s big, dumb face. #SemST','Feminist Movement',FAVOR
'@Lauren_Southern @PressForTruth @moen_tim spank them feminist fascists! #SpankAFeminist  #SemST','Feminist Movement',AGAINST
'girls: \"\"why don\'t boys like this go to my school\"\" boys: \"\"wish girls like this went to my school\"\" girls: unrealistic standards  #SemST','Feminist Movement',AGAINST
'girl: *bikini photo* girls: slut Justin Bieber: *butt naked* girls: \"\" \"\"lemme see the front\"\" LOL BUT YOU\'RE A FEMINIST #SemST','Feminist Movement',AGAINST
'The Office Cinderella: When a female is considered as not-giving-100\%-to-work because she comes and leaves office on time. #women #SemST','Feminist Movement',FAVOR
'@watchyoomouth_ @SCbchbum are you fucking KIDDING ME? so you\'re saying that justifies rape? #rapeculture #smdh #SemST','Feminist Movement',FAVOR
'I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST','Feminist Movement',FAVOR
'In the United States, when an unmarried man has a baby, his partner can give it up without his consent. #Patriarchy #SemST','Feminist Movement',AGAINST
'Feminists grades in science class usually are as bad as the abysmal success rate of marriage.   #GamerGate #NotYourSh... #SemST','Feminist Movement',AGAINST
'@BOZARbrussels is this how @UN_Women sees #genderequality ? Only #women with arms like #men ? #stopmarriagebill #fakecases @UN #SemST','Feminist Movement',AGAINST
'@shoe0nhead surely it needs both to be side by side? Looks like the woman is now in front. Is that not what u were worried about? #SemST','Feminist Movement',AGAINST
'@PH4NT4M @MarcusChoOo @CheyenneWYN women. The term is women. Misogynist! #SemST','Feminist Movement',FAVOR
'The stupidity of feminists is fucking hilarious! #sorrynotsorry #SemST','Feminist Movement',AGAINST
'I\'ve seen many defeated men in life but never a defeated woman~Sir Fazle Abed #WomenEmpowerment #quote #quoteoftheday #wisdom #SemST','Feminist Movement',FAVOR
'Feminism is a hate group!! - anti fem Twitter user that does nothing but harass and spread hate. #SemST','Feminist Movement',AGAINST
'@caitlinwinner Ladies in front of men is equality apparently #SemST','Feminist Movement',AGAINST
'Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking! #SemST','Feminist Movement',FAVOR
'Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin #SemST','Feminist Movement',FAVOR
'Clothes with size number oppress woman . Remove them. #thisoppresseswomen #SemST','Feminist Movement',FAVOR
'Why do #women take their husban\'s name?Why not the other way round?Let\'s start #Itookhername!!!us #gender #genderequity #SemST','Feminist Movement',FAVOR
'Inb4 feminists think that it\'s sexist that the King card is better then the Queen card and they try to change the rules of cards #SemST','Feminist Movement',AGAINST
'Feminist actually complained about the Facebook icon......... #SemST','Feminist Movement',AGAINST
'Don\'t tell me what to do and what not to do. Now come here, let me tell you what a real man is.   #hypocrites #SemST','Feminist Movement',AGAINST
'If men and women were equal I could sleep with multiple men and wouldn\'t be hoe. #IAmAFeminist #SemST','Feminist Movement',AGAINST
'DEAR FEMINISTS  Yes, we should teach men not to rape. Also, we should teach women not to murder their own children.  #SemST','Feminist Movement',AGAINST
'#RapeCulture is leaving your new/used car in the worst neighborhood, doors wide open & not to expect #CarTheftCulture #SemST','Feminist Movement',AGAINST
'The concept of #RapeCulture is a puerile, intellectually dishonest glorification of a crime by feminists.  #SemST','Feminist Movement',AGAINST
'A fictional character been raped and abused oppress me. Censor pls!! #thisoppresseswomen  #SemST','Feminist Movement',AGAINST
'Just wrote my blog to help @CalAlimony pass a vital law that ends #alimony. Posting soon. #Divorce #leanin #SemST','Feminist Movement',AGAINST
'Religions give its members an identity & without it, they cannot function. Feminists cannot function without feminism. #SemST','Feminist Movement',AGAINST
'Feminists, SJWs and other authoritarian Marxists = slimy f**ks bent on world domination. Just gotta say it. #SemST','Feminist Movement',AGAINST
'women can be sexist toward men. think all men are pigs? you\'re sexist. you can\'t fight oppression with this. #SemST','Feminist Movement',AGAINST
'Now, I understand your a feminist and think that\'s adorable, but this grow up time and I\'m the man here so run along. #SemST','Feminist Movement',AGAINST
'Just want gender politics to be over.  My brain hurts. #genderequity #patriarchy #MRA #SemST','Feminist Movement',AGAINST
'omg @KeyAndPeele you are fcking KILLING IT! #piratesong #womenaredoctorstoo #hoeisdisrespectful #SemST','Feminist Movement',AGAINST
'Been watching a lot of feminist videos in YouTube an all I can say is Are these women for real ?!?! #SemST','Feminist Movement',AGAINST
'RT @LouiseMensch: Emma Psychowicz   He was cleared. #EmmaSulkowitz #PaulNungesser #justice #fauxminism #SemST','Feminist Movement',AGAINST
'Don\'t #GiveYourMoneyToWomen. Instead feed a cat or a dog. The animal will like you and show some gratitude.   #SemST','Feminist Movement',AGAINST
'@N4G that\'s what she gets for not knowing her place #KnowYourPlaceWomen   #FreeSpeech #SemST','Feminist Movement',AGAINST
'Women are murder, abused, raped and etc but what is apparently more important for feminism are #freethenippple and #Manspreading . #SemST','Feminist Movement',AGAINST
'I always enjoy being called a slut, or a bitch by feminists for my opinions. #AntiFeminism  #SemST','Feminist Movement',AGAINST
'Hugo Schwyzer, Jian Gomeshi, both prominent male feminists, both abusers of women #sjw #GamerGate #SemST','Feminist Movement',AGAINST
'#yesallwomen are #always #unstoppable if they whine whine whine to get their way #likeagirl  #GamerGate  #HoneyBadger #SemST','Feminist Movement',AGAINST
'#yesallwomen are #always #unstoppable if they cry to get their way #likeagirl   #GamerGate    #SemST','Feminist Movement',AGAINST
'if those feminists come to their senses about equality, they will be calling themselves equalist. @MeninistTweet #SemST','Feminist Movement',AGAINST
'@ChaseStraight Wat is gaems? Like candy crush saga? #girlgamzers #wat #SemST','Feminist Movement',AGAINST
'@CollegeFix @WashTimes Please notice that \"\"Victims Advocates\"\"were filing friend of the court briefs. #repealVAWA N destroy #SemST','Feminist Movement',AGAINST
'If your shampoo has more shit in it, you have to pay more. The pink tax is a farse. #pinktax #SemST','Feminist Movement',AGAINST
'@AmandaMarcotte do you love your cats more than you love men? Of course #SemST','Feminist Movement',AGAINST
'If these feminist have children, Im legit afraid of what their names will be. @ChrisRGun  #SemST','Feminist Movement',AGAINST
'Too many empty compliments are a waste of time unless you are a professional narcissist or a feminist.  #GamerGate #SemST','Feminist Movement',AGAINST
'Feminist don\'t want equality, they\'re hypocrites. A lot of them are single for that exact reason . #SemST','Feminist Movement',AGAINST
'Feminist make me sick. I\'m all for equality but not for Feminist Hypocrisy. #SemST','Feminist Movement',AGAINST
'Women\'s Forum for #FFD3 happening today! Follow @AWID @tessakhan @FemnetProg et al #justice #SemST','Feminist Movement',FAVOR
'Its true that not all radical feminists are ugly, however i\'m sure their personalities make up for it.  #compensatingmuch #SemST','Feminist Movement',AGAINST
'If we have a ticker tape parade for the women, then who\'s going to clean it up? #WorldCup #thinkofthechildren #SemST','Feminist Movement',AGAINST
'I\'m a co-omnipotent-faux-fallacious-poly-concupiscent-inter-equanimity feminist now.   you may bow to me. #SemST','Feminist Movement',AGAINST
'3rd wave feminism is pretty much the far-left equivalent of the Tea Party... #SemST','Feminist Movement',AGAINST
'Why fight for gender equality, you ask? \'Cause I listen to shitty women claim they are above the law & watch innocent men drown. #SemST','Feminist Movement',AGAINST
'You should start using Google translate @baedontcare, it is sooooo easy even retarded feminists like you can use it.  #SemST','Feminist Movement',AGAINST
'@Cernovich lets hang our heads in shame that men have become so feminized #SemST','Feminist Movement',AGAINST
'Man: this is an issue and needs to be addressed Woman: this is an iss... Men: why are you so outraged???? #everydaysexism #SemST','Feminist Movement',FAVOR
'RT @ReformedSamurai: I have yet to meet one #feminist that isn\'t a racist or sexist. #GamerGate #WomenAgainstFeminsim #sup... #SemST','Feminist Movement',AGAINST
'I swear to God... The people who claim to represent Feminism are turning it into a joke. #SJW #feminist  #GuaranteedReactions #SemST','Feminist Movement',AGAINST
'Since when did #feminists get to decide what men are, and are not, allowed to be turned on by?  #SemST','Feminist Movement',AGAINST
'@NARAL Complaining that your boss won\'t pay for your birth control but insisting that he \'stays out of my bedroom.\' #birthcontrol #SemST','Feminist Movement',AGAINST
'The true woman is as yet a dream of the future - Elizabeth Cady Stanton, 1888 #letsbedreamyfuturewomen #quote #womenforwomen #SemST','Feminist Movement',FAVOR
'@fuckboyusagi : ATTENTION ALL FEMINISTS, FOLLOW #TumblrPosts #yesallwomen #THANKYOUELLENPAO #reddit #GamerGate #KILLALLMEN #LGBT #SemST','Feminist Movement',FAVOR
'i need feminism because i cant even walk to dairy queen without a male yelling nice ass out of his window #SemST','Feminist Movement',FAVOR
'@femfreq I don\'t understand why all these nerds hate you so much. I would love to do the nasty with you sexy #GamerGate #feminist #SemST','Feminist Movement',FAVOR
'The more you push me, the more I resist. Don\'t bother #strongwomen #women #SemST','Feminist Movement',FAVOR
'@Maisie_Williams is our hero with her #LikeAGirl campaign! What a brilliant leader she is, so badass just like Arya! #GoT #SemST','Feminist Movement',FAVOR
'Rather be an \"\"ugly\"\" feminist then be these sad people that throws hat on people that believes in equality! #SemST','Feminist Movement',FAVOR
'iamNovaah: RT ChrzOC: Bitches be running wild...  # # # # #   #feminazi  #feminonsence   #brosb4hos #F4F #R... #SemST','Feminist Movement',AGAINST
'@angerelle you disagree that people should strive to be stronger? #empowering #SemST','Feminist Movement',FAVOR
'#Rapeculture is basically a FABLE. It has almost no reason on its side, but plenty of emotion. #rape #women #antifeminism #antiSJW #SemST','Feminist Movement',AGAINST
'#mtp @meetthepress How is deleting emails -part of the government record -different from erasing parts of a tape? #nixon #p2 #SemST','Hillary Clinton',AGAINST
'@JDSon78 @AndrewBroering AndrewWhyDoYouCareAboutWhatIThink? I DidNotRealizeThatIWasThisImportant. SirTweet AndrewIsAPaidTroll #SemST','Hillary Clinton',AGAINST
'The white male vote is solidly GOP. The black vote is solidly DEM.  That leaves white females and brown ppl. #FeelTheBern #SemST','Hillary Clinton',AGAINST
'@nyinvesting big banker buds need to ratchet up their \"\"Hillary cares about the little people\"\" propaganda  #SemST','Hillary Clinton',AGAINST
'@GOP Why should I believe you on this? The GOP leaders in congress won\'t fight Obama now!!! #tcot #SemST','Hillary Clinton',AGAINST
'@RushetteNY @TwitchyTeam Hillary to press: \"\"Curtsy while you\'re thinking what to say, it saves time\"\" #throughthelookingglass  #SemST','Hillary Clinton',AGAINST
'@GovtsTheProblem This is what I see: Make way 4 ur queen peasants! Don\'ttouch or talk 2 her U filth! #NoHillary2016 #Benghazi  #SemST','Hillary Clinton',AGAINST
'@CNNSotu @jaketapper - Can we get back to the issues? That\'s what #Bernie2016 wants to talk about. Not about #SemST','Hillary Clinton',AGAINST
'@nytimes But throws a rope around reporters and free speech.  #HillaryInNH #SemST','Hillary Clinton',AGAINST
'#IfIhadAdollarFor wondering, was I that stupid when I was a #Democrats? #Obama #2A #NoAmnesty #WakeUpAmerica #SemST','Hillary Clinton',AGAINST
'@BeladonnaRogers @Chairmnoomowmow The compliant media allowed themeselves to b herded by a couple of strands of rope? Good sheep! #SemST','Hillary Clinton',AGAINST
'The #HillaryCampaignSong Top 20 will be revealed (and voting will resume) Monday morning at 10am PT! #SemST','Hillary Clinton',AGAINST
'@HillaryforNH will u rope off the people too Hillary swine?  #uppers #uniteblue #SemST','Hillary Clinton',AGAINST
'.@mite72 @PatVPeters NEITHER ONE!!!! Just making a funny! #SemST','Hillary Clinton',AGAINST
'@LVNancy @incessantpatrio @bcwilliams92 Yes! #SoMuchUgly in #HillaryClinton, Hollow Acts Are Infamous! #WhyImNotVotingForHillary #SemST','Hillary Clinton',AGAINST
'@WoodenThreat @incessantpatrio @bcwilliams92 that was fun, but it wont be if we have another FAKE #POTUS #WhyImNotVotingForHillary #SemST','Hillary Clinton',AGAINST
'Does #hillaryclinton lie and engage in cover-ups to do damage to the country or does she do it out of habit?  #tcot #uniteblue #SemST','Hillary Clinton',AGAINST
'I find allowing the deaths of Americans in Benghazi to be more offensive than the name Redskins. #Benghazi #redskins #SemST','Hillary Clinton',AGAINST
'@Conservativeind @cannoneerfour Lets hope!  She\'s a killer, liar and a coward! #WakeUpAmerica #MakeAmericaGreatAgain #SemST','Hillary Clinton',AGAINST
'@DaGodfather907 @NahBabyNah If Jebb is our candidate, we will hand Hillary the keys to 1600?Penn Ave. #WakeUpAmerica #SemST','Hillary Clinton',AGAINST
'The ropes might keep people back now Hillary but You WILL answer to americans come debate time you coward. #tcot #RedNationRising #SemST','Hillary Clinton',AGAINST
'RT @harrisongolden: \"\"So Clinton-esque,\"\" Brit Hume said of Hillary\'s email controversy. \"\"You never quite get the whole truth.\"\"> #SemST','Hillary Clinton',AGAINST
'I think marriage is as it has always been, between a man and a woman. - @HillaryClinton  #MarriageEquaility #justsaying #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Pin the tail on the DONKEY!  That means you Hilldawg.  #BernieSanders  #Jeb2016 #Cruz2016 #Election2016  #Rubio #SemST','Hillary Clinton',AGAINST
'@HillarityPress @Amedicinewoman 1.Food: #Benghazi 4 NeverAteAgain 2.Weather: #Benghazi WasFireHot 3.Pets: #Benghazi 4PetsMissThem #SemST','Hillary Clinton',AGAINST
'I\'m 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA #SemST','Hillary Clinton',AGAINST
'What Are We Believing in?  BELIEVE IN VICTORY. Go for  #VICTORY2016  #SemST','Hillary Clinton',AGAINST
'The federal government did not create the states, the states created the federal government. Ronald Reagan #Federalism #SemST','Hillary Clinton',AGAINST
'@tracieeeeee @Irishsmiles1966 @Chloecat317 @weknowwhatsbest THINK POSITIVELY! #OiP #Cruz2016 #MakeDCListen #NoRINOs #NoLibProgs #SemST','Hillary Clinton',AGAINST
'Congratulations to our Women Soccer Team for just winning the World Cup against Japan 5-2, women rule ! #freeallfour #SemST','Hillary Clinton',AGAINST
'Team USA  showed the world what American women are capable of! Is Hillary next? #WWC2015 #SemST','Hillary Clinton',AGAINST
'@HillaryClinton: Here\'s to fearless women chasing their goals. Congratulations, Team #USA! H #SemST','Hillary Clinton',AGAINST
'@deeceejazz Do we really want to know what\'s under those pantsuits? Besides the black heart of evil. #SemST','Hillary Clinton',AGAINST
'@HillaryClinton FUCK OFF CROTCH ROT BITCH  WE ALL KNOW WHAT YOU THINK ABOUT WOMEN AND RAPED GIRLS #HILLARYCLINTON #USA #SemST','Hillary Clinton',AGAINST
'Beware of #Kochtrolls bashing our candidates. I will not bash #Hillary. She\'s my plan B, for gosh sakes. #Bernie2016 #SemST','Hillary Clinton',AGAINST
'@Breaking911 Probably she made a promise to support gun rights to one citizen, while promising to ban guns to the other #SemST','Hillary Clinton',AGAINST
'@nolyklibs Awww does #Killary think posing for that pic will make her look like a real human? @jlconnell66 #Benghazi #Shillary #SemST','Hillary Clinton',AGAINST
'@danmericaCNN @GenGSPatton @danamericaIt looked like they were the ones tying the knots. @jlconnell66 #Killary #SemST','Hillary Clinton',AGAINST
'The press needs to get out of the way so the peasants can get a glimpse of her Highness. #morningjoe  #SemST','Hillary Clinton',AGAINST
'@HillaryClinton had a duty to preserve ESI Now it\'s someone\'s duty to prosecute & sanction her Apparently \"\"duty\"\" is irrelevant #SemST','Hillary Clinton',AGAINST
'@dougshelton749 @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica #SemST','Hillary Clinton',AGAINST
'@AppSame: Queen @HillaryClinton Was asked What she thought about @realDonaldTrump comments on illegals She Said LET ME EAT PIE #SemST','Hillary Clinton',AGAINST
'@dougshelton749   Let\'s hope her campaign unravels before Dec.  We can\'t have this liar as next President.  #SemST','Hillary Clinton',AGAINST
'@dougshelton749  If @realDonaldTrump finds evidence, he will expose #HRC as the horrible candidate she is.  #SemST','Hillary Clinton',AGAINST
'@dougshelton749 @realDonaldTrump  I\'d be happy if that scandal brings her down.  There will be others...  #SemST','Hillary Clinton',AGAINST
'That\'s true, as long as one works hard, has a record of accomplishment and deserves it. @HillaryClinton NOT #SemST','Hillary Clinton',AGAINST
'#HillaryClinton wants to be elected (thinks she\'s entitled)to WORK 4 the PEOPLE, & yet, she wants nothing to do with them!#peons #SemST','Hillary Clinton',AGAINST
'@thehill Who\'s in charge of Hillary\'s campaign? Please get it under control and on message. #smh #SemST','Hillary Clinton',AGAINST
'Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time. #SemST','Hillary Clinton',AGAINST
'HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some. #SemST','Hillary Clinton',AGAINST
'It\'s interesting how many liberals are so brainwashed and anxious to mindlessly support a woman who isn\'t even liberal #SemST','Hillary Clinton',AGAINST
'@peddoc63 @Fr3333dom Seems the way we\'re going. Lord, I hope Bilderbergs don\'t pay for Hitlery like they did O. #SemST','Hillary Clinton',AGAINST
'@politicalmath @BoboFromTexas doesn\'t matter. Nobody cares if the Clintons make mistakes as long as the checks keep coming. #SemST','Hillary Clinton',AGAINST
'The recent comments of #HillaryClinton sounded like it was #Netanyahu speaking. Doesn\'t bode well. #SemST','Hillary Clinton',AGAINST
'There\'s a special place in hell for those who complain more about Hillary than the scum we\'re fighting. #Obama #SemST','Hillary Clinton',FAVOR
'Wait...... you said \"\"BILL COSBY?\"\"  Oh, I\'m sorry, I thought you said \"\"BILL CLINTON!\"\"  #uniteblue #ReadyForHillary #SemST','Hillary Clinton',FAVOR
'@TGowdySC Your committee has NOTHING!, 4 other committees found NOTHING! UR wasting our money on a witch hunt. #HillaryClinton #SemST','Hillary Clinton',FAVOR
'@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary #SemST','Hillary Clinton',AGAINST
'@HillaryClinton @HillaryforNH hope to see her in NC soon #SemST','Hillary Clinton',FAVOR
'Wondering if my Hilary 2016 sticker will affect my popularity at the shooting range... #firstdate #SemST','Hillary Clinton',FAVOR
'@AdamSmith_USA because clearly @HillaryClinton is a champion for us all. #SemST','Hillary Clinton',FAVOR
'@SenSanders bashes Obama job numbers.Calling it a lie. #istandwithPresidentObama #VoteBlue2016 #HillaryClinton #Democrats #SemST','Hillary Clinton',FAVOR
'@MarkSoveign won\'t happen again. Hillary\'s coattails will help all democrats. Take back senate, Keep WH! Make history again! #SemST','Hillary Clinton',FAVOR
'@HillaryClinton now can add #ropegate to her long list of \"\"accomplishments #hillaryforprison2016 #entertainment #SemST','Hillary Clinton',AGAINST
'It\'s time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary #SemST','Hillary Clinton',FAVOR
'@irritatedwoman She lied under oath before, why trust her to speak the truth now? #SemST','Hillary Clinton',AGAINST
'@HillaryClinton the @DalaiLama speaks of women in leadership roles bringing about a more compassionate world. #potus #SemST','Hillary Clinton',FAVOR
'@HillaryforNV Many thanks for the follow! #SemST','Hillary Clinton',FAVOR
'@gabriellahope_ @HillaryClinton Does the general public trust her enough to be President? Don\'t think so. #SemST','Hillary Clinton',AGAINST
'Based on the long lines, I thought it was free burrito day at Pancheros but it was actually Hillary! #ReadyForHillary #SemST','Hillary Clinton',FAVOR
'I\'ve been called many things, quitter is not one of them -@HillaryClinton in Iowa City Public Library #HillaryforIA #SemST','Hillary Clinton',FAVOR
'@HillaryClinton condemns anti-Israel boycotts as \'counter-productive\' #SemST','Hillary Clinton',AGAINST
'Have full faith in @HillaryClinton\'s campaign. #strategy #politics #SemST','Hillary Clinton',FAVOR
'Amazing, inspiring speech&question session in Iowa City from @HillaryClinton .Her answers on education&health care were clear. #SemST','Hillary Clinton',FAVOR
'@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? Disgusting slobbering over her. #SemST','Hillary Clinton',AGAINST
'My whole day is revolving around @HillaryClinton \'s interview with @brikeilarcnn on @CNN and I\'m okay with that! #SemST','Hillary Clinton',FAVOR
'Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members. #SemST','Hillary Clinton',FAVOR
'If @HillaryClinton becomes president I\'m not leaving the country I will just go \"\"undocumented. #SemST','Hillary Clinton',AGAINST
'#HillaryClinton just cannot accept the fact that #America does not like her. #HillaryonCNN #BernieSanders #SemST','Hillary Clinton',AGAINST
'@HillaryClinton is plain amazing, humble, smart and confident! Let\'s get it Mrs. President! #HillaryClinton #SemST','Hillary Clinton',FAVOR
'@thehill Great now Hillary knows how the american people feel about the majority of politicians including her #SemST','Hillary Clinton',AGAINST
'She\'s smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish. #SemST','Hillary Clinton',FAVOR
'@MedvedSHOW   wow.  So shrill. Hating Hillary as badly as you hate homeless, transgenders, and people who ride trains #SemST','Hillary Clinton',AGAINST
'@kasie I do! And I had an invitation to their beta test before they even officially launched. #HillaryLies #SemST','Hillary Clinton',AGAINST
'@CNN @jimsciutto Good i\'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS. #SemST','Hillary Clinton',AGAINST
'Either way, @HillaryClinton rises above the media chatter every time. That\'s one reason why I admire and respect her so much. #SemST','Hillary Clinton',FAVOR
'@TwitchyTeam ...and then she\'ll turn around and treat them like dogs. #RopeLine #SitUbuSitGoodDog #SemST','Hillary Clinton',AGAINST
'Obama is \'opportunist,\' Hillary Clinton no different just \'more militant\' - Chomsky #TruthBeTold #notmypresident #SemST','Hillary Clinton',AGAINST
'@USATODAY @HillaryClinton how about finding her a #pathtoJAIL #DONOTPASSGO do collect any Any more of #WeThePeople s #SemST','Hillary Clinton',AGAINST
'@AC360 of course she is disappointed. Hillary only approves of lying to Americans. #WakeUpAmerica #pjnet #SemST','Hillary Clinton',AGAINST
'ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST','Hillary Clinton',AGAINST
'@HillaryClinton made me proud today!  Nothing like reinforcing what I already knew!  #SemST','Hillary Clinton',FAVOR
'@HillaryClinton great job on @CNN interview today.  Fuck stupid MSM. Go #SemST','Hillary Clinton',FAVOR
'Hillary upset GOP candidates didn\'t respond to Trump\'s illegal imm comments immediately-yet we\'re still waiting for her emails. #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Many of us r near ruin! #SaveTheMiddleClass #PresidentHillaryClinton #StopOutSourcing #SemST','Hillary Clinton',FAVOR
'America has no tolerance for cheaters and liars in the White House. #NoBillary #Women4GOP #PresidentialElection2016 #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Will #BillClinton assault #MonicaLewinsky on her birthday? #liberals #HillaryClinton #SemST','Hillary Clinton',AGAINST
'President Jimmy Carter:  There\'s no doubt Hillary will get the nomination. And when she does I\'ll be happy to support her #SemST','Hillary Clinton',FAVOR
'Technology has exposed more bad politicians than bad cops....Where Is Our Server Hillary? #CNN #SemST','Hillary Clinton',AGAINST
'@CheerUpKaci @tmacGA70 It\'s the Clinton history of scandalous behavior.  #Integrity knows no sex. #HillaryonCNN #SemST','Hillary Clinton',AGAINST
'Entire campaign platform for @HillaryClinton seems to be... \"\"I\'m Hillary Clinton\"\".  #norecord #nosubstance #tcot #PJNET #SemST','Hillary Clinton',AGAINST
'Imagine @JoeBiden runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. ------- #SemST','Hillary Clinton',AGAINST
'A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40\% #SemST','Hillary Clinton',FAVOR
'SUCCESS:  @HillaryClinton said she\'s receiving a constant barrage of attacks from \"\"the Right.\"\"  Great job, guys. Keep it up! #SemST','Hillary Clinton',AGAINST
'Do you Progressives know how dangerously close you are to suppressing free speech? Stop it.   #inners  #readyforhillary #SemST','Hillary Clinton',FAVOR
'#Democrats and #Obama reduce OUR Army by 40,000   MEANWHILE   Has increased IRS to 100,000  #HillaryClinton #Hillary #SemST','Hillary Clinton',AGAINST
'#NoHillary2016 & her #PredatorRat, too. MT \"\"@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising #SemST','Hillary Clinton',AGAINST
'@forewit @HillaryClinton is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave. #SemST','Hillary Clinton',AGAINST
